Ruth Deakin Crick,http://data.linkededucation.org/resource/lak/conference/lak2012/paper/34
Boris Wenzlaff,http://data.linkededucation.org/resource/lak/conference/edm2012/paper/36
Lorenzo Moreno,http://data.linkededucation.org/resource/lak/conference/edm2011/paper/107
Daniel Dickison,http://data.linkededucation.org/resource/lak/conference/edm2009/paper/190
Maria Bielikova,http://data.linkededucation.org/resource/lak/conference/edm2009/paper/208
Nazim Rahman,http://data.linkededucation.org/resource/lak/conference/lak2011/paper/63
Nazim Rahman,http://data.linkededucation.org/resource/lak/conference/lak2012/paper/41
Mike Sharkey,http://data.linkededucation.org/resource/lak/conference/lak2012/paper/18
Mike Sharkey,http://data.linkededucation.org/resource/lak/conference/lak2011/paper/64
Noboru Matsuda,http://data.linkededucation.org/resource/lak/conference/edm2011/paper/65
Adriana M.j.b. De Carvalho,http://data.linkededucation.org/resource/lak/conference/edm2008/paper/237
Adriana M.j.b. De Carvalho,http://data.linkededucation.org/resource/lak/conference/edm2009/paper/189
Yue Cui,http://data.linkededucation.org/resource/lak/conference/edm2009/paper/189
Aneesha Bakharia,http://data.linkededucation.org/resource/lak/conference/lak2011/paper/51
Robert Bramucci,http://data.linkededucation.org/resource/lak/conference/lak2012/paper/20
Samira Sadat Sajadi,http://data.linkededucation.org/resource/lak/conference/lak2012/paper/32
Jonathan Wood,http://data.linkededucation.org/resource/lak/conference/edm2010/paper/173
Carina S. Gonzalez,http://data.linkededucation.org/resource/lak/conference/edm2011/paper/107
Michelle M. Lamar,http://data.linkededucation.org/resource/lak/conference/edm2012/paper/41
Rebecca Barber,http://data.linkededucation.org/resource/lak/conference/lak2012/paper/18
Evandro D.b. Costa,http://data.linkededucation.org/resource/lak/conference/edm2009/paper/189
Zhiqiang Cai,http://data.linkededucation.org/resource/lak/conference/edm2012/paper/32
Zhiqiang Cai,http://data.linkededucation.org/resource/lak/conference/edm2010/paper/173
J. Good,http://data.linkededucation.org/resource/lak/conference/edm2011/paper/58
Ad Feelders,http://data.linkededucation.org/resource/lak/conference/lak2012/paper/4
Ronald Macintyre,http://data.linkededucation.org/resource/lak/conference/lak2012/paper/27
Sabine Graf,http://data.linkededucation.org/resource/lak/conference/lak2011/paper/63
Cindy Ives,http://data.linkededucation.org/resource/lak/conference/lak2011/paper/63
Rajibussalim,http://data.linkededucation.org/resource/lak/conference/edm2010/paper/127
Diego Garcia-saiz,http://data.linkededucation.org/resource/lak/conference/edm2011/paper/93
Diego Garcia-saiz,http://data.linkededucation.org/resource/lak/conference/edm2011/paper/101
Diego Garcia-saiz,http://data.linkededucation.org/resource/lak/conference/edm2012/paper/48
J.m Luna,http://data.linkededucation.org/resource/lak/conference/edm2010/paper/122
J.m Luna,http://data.linkededucation.org/resource/lak/conference/edm2012/paper/4
J.m Luna,http://data.linkededucation.org/resource/lak/conference/edm2012/paper/1
Tim McKay,http://data.linkededucation.org/resource/lak/conference/lak2012/paper/22
Anthony Rojas,http://data.linkededucation.org/resource/lak/conference/lak2012/paper/42
Koichiro Morihiro,http://data.linkededucation.org/resource/lak/conference/edm2009/paper/203
Guenter Beham,http://data.linkededucation.org/resource/lak/conference/lak2012/paper/16
Julie Johnson,http://data.linkededucation.org/resource/lak/conference/edm2010/paper/117
Julie Johnson,http://data.linkededucation.org/resource/lak/conference/edm2010/paper/148
J. Holden Hill,http://data.linkededucation.org/resource/lak/conference/lak2012/paper/12
